,entrez_id,refseq_ids,official_symbol,official_full_name,taxname
26659,68799,"['NM_001372256', 'NM_001372257', 'NM_001372258', 'NM_001372259', 'NM_001372292', 'NM_178615']",Rgmb,repulsive guidance molecule family member B,Mus musculus
26660,9135,"['NM_001083585', 'NM_001291581', 'NM_001291582', 'NM_004703']",RABEP1,"rabaptin, RAB GTPase binding effector protein 1",Homo sapiens
26661,79083,"['NM_001042467', 'NM_001281473', 'NM_001281474', 'NM_024101']",MLPH,melanophilin,Homo sapiens
26662,6640,['NM_003098'],SNTA1,syntrophin alpha 1,Homo sapiens
26663,8871,"['NM_001178088', 'NM_003898']",SYNJ2,synaptojanin 2,Homo sapiens
26664,58819,"['NM_001351981', 'NM_001351983', 'NM_001351984', 'NM_031614']",Txnrd1,thioredoxin reductase 1,Rattus norvegicus
26665,84893,"['NM_001258452', 'NM_001258453', 'NM_032807', 'NM_178150']",FBH1,F-box DNA helicase 1,Homo sapiens
26666,59322,"['NM_001113366', 'NM_021686']",Cnksr2,connector enhancer of kinase suppressor of Ras 2,Rattus norvegicus
26667,24423,['NM_017014'],Gstm1,glutathione S-transferase mu 1,Rattus norvegicus
26668,9870,['NM_001039479'],AREL1,apoptosis resistant E3 ubiquitin protein ligase 1,Homo sapiens
26669,5905,"['NM_001278651', 'NM_001317930', 'NM_002883']",RANGAP1,Ran GTPase activating protein 1,Homo sapiens
26670,8498,"['NM_001300865', 'NM_003624', 'NM_007320', 'NM_007322']",RANBP3,RAN binding protein 3,Homo sapiens
26671,59107,['NM_021587'],Ltbp1,latent transforming growth factor beta binding protein 1,Rattus norvegicus
26672,5936,"['NM_001198843', 'NM_001198844', 'NM_002896']",RBM4,RNA binding motif protein 4,Homo sapiens
26673,6189,"['NM_001006', 'NM_001267699']",RPS3A,ribosomal protein S3A,Homo sapiens
26674,64975,['NM_032477'],MRPL41,mitochondrial ribosomal protein L41,Homo sapiens
26675,79370,"['NM_001370268', 'NM_001370269', 'NM_030766', 'NM_138722', 'NM_138723']",BCL2L14,BCL2 like 14,Homo sapiens
26676,6094,['NM_000327'],ROM1,retinal outer segment membrane protein 1,Homo sapiens
26677,79918,"['NM_001160305', 'NM_024860']",SETD6,"SET domain containing 6, protein lysine methyltransferase",Homo sapiens
26678,8916,"['NM_001271602', 'NM_001318505', 'NM_001375477', 'NM_001375478', 'NM_001375479', 'NM_001375480', 'NM_001375481', 'NM_001375482', 'NM_001375483', 'NM_014606']",HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3,Homo sapiens
26679,5998,"['NM_001276260', 'NM_001276261', 'NM_001276262', 'NM_001282922', 'NM_001282923', 'NM_001322214', 'NM_001322215', 'NM_001351526', 'NM_001394167', 'NM_017790', 'NM_130795', 'NM_134427', 'NM_144488', 'NM_144489']",RGS3,regulator of G protein signaling 3,Homo sapiens
26680,60673,"['NM_001098673', 'NM_021934']",ATG101,autophagy related 101,Homo sapiens
26681,6101,"['NM_001375654', 'NM_006269']",RP1,RP1 axonemal microtubule associated,Homo sapiens
26682,6165,"['NM_000996', 'NM_001316311']",RPL35A,ribosomal protein L35a,Homo sapiens
26683,6204,"['NM_001014', 'NM_001203245', 'NM_001204091']",RPS10,ribosomal protein S10,Homo sapiens
26684,702077,['NM_001098399'],FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",Macaca mulatta
26685,619517,['NM_001038500'],Esp1,exocrine gland secreted peptide 1,Mus musculus
26686,619697,['NM_001104580'],Vmn2r116,"vomeronasal 2, receptor 116",Mus musculus
26687,6231,['NM_001029'],RPS26,ribosomal protein S26,Homo sapiens
26688,6252,"['NM_001363702', 'NM_021136', 'NM_206852']",RTN1,reticulon 1,Homo sapiens
26689,6276084,[],,,Escherichia coli
26690,6382275,[],,,Escherichia coli
26691,6381972,[],,,Agrobacterium tumefaciens
26692,64042,['NM_022275'],Nmur2,neuromedin U receptor 2,Rattus norvegicus
26693,93621,"['NM_001272053', 'NM_033296']",MRFAP1,Morf4 family associated protein 1,Homo sapiens
26694,64006,[],ERVK-6,"endogenous retrovirus group K member 6, envelope",Homo sapiens
26695,6407,['NM_003008'],SEMG2,semenogelin 2,Homo sapiens
26696,79672,['NM_024619'],FN3KRP,fructosamine 3 kinase related protein,Homo sapiens
26697,64137,"['NM_001142505', 'NM_001348191', 'NM_001348192', 'NM_022169']",ABCG4,ATP binding cassette subfamily G member 4,Homo sapiens
26698,9967,"['NM_001321471', 'NM_001321473', 'NM_005119']",THRAP3,thyroid hormone receptor associated protein 3,Homo sapiens
26699,6432,"['NM_001031684', 'NM_001195446', 'NM_001363802']",SRSF7,serine and arginine rich splicing factor 7,Homo sapiens
26700,64282,"['NM_001040284', 'NM_001040285', 'NM_001365323', 'NM_001365324']",TENT4B,terminal nucleotidyltransferase 4B,Homo sapiens
26701,64320,['NM_022453'],RNF25,ring finger protein 25,Homo sapiens
26702,64398,"['NM_001256550', 'NM_022474']",PALS1,"protein associated with LIN7 1, MAGUK family member",Homo sapiens
26703,6446563,[],,,Spirometra erinaceieuropaei
26704,6446566,[],,,Spirometra erinaceieuropaei
26705,90523,"['NM_001281746', 'NM_001281747', 'NM_138569']",MLIP,muscular LMNA interacting protein,Homo sapiens
26706,64663,['NM_022661'],SPANXC,SPANX family member C,Homo sapiens
26707,64831,['NM_022863'],Ireb2,iron responsive element binding protein 2,Rattus norvegicus
26708,84976,"['NM_001350630', 'NM_001369594', 'NM_001377228', 'NM_001377229', 'NM_032890']",DISP1,dispatched RND transporter family member 1,Homo sapiens
26709,64782,['NM_022767'],AEN,apoptosis enhancing nuclease,Homo sapiens
26710,84085,"['NM_001348092', 'NM_032145']",FBXO30,F-box protein 30,Homo sapiens
26711,65083,"['NM_022917', 'NM_139235']",NOL6,nucleolar protein 6,Homo sapiens
26712,853029,[],,,Saccharomyces cerevisiae S288C
26713,65110,"['NM_001353644', 'NM_001353645', 'NM_001353646', 'NM_001353647', 'NM_001353648', 'NM_001353649', 'NM_001353650', 'NM_001353651', 'NM_001353652', 'NM_023011', 'NM_080687']",UPF3A,UPF3A regulator of nonsense mediated mRNA decay,Homo sapiens
26714,65204,['NM_031747'],Cnn1,calponin 1,Rattus norvegicus
26715,791595,['NM_001144804'],wnt11f2,"wnt 11, family member 2",Danio rerio
26716,6543,['NM_015063'],SLC8A2,solute carrier family 8 member A2,Homo sapiens
26717,79849,"['NM_001168468', 'NM_024791']",PDZD3,PDZ domain containing 3,Homo sapiens
26718,65991,['NM_023934'],FUNDC2,FUN14 domain containing 2,Homo sapiens
26719,8439,"['NM_001144772', 'NM_003580']",NSMAF,neutral sphingomyelinase activation associated factor,Homo sapiens
26720,6655,['NM_006939'],SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,Homo sapiens
26721,80095,"['NM_001348022', 'NM_001348023', 'NM_001348024', 'NM_001348025', 'NM_025027']",ZNF606,zinc finger protein 606,Homo sapiens
26722,8636,['NM_003731'],SSNA1,SS nuclear autoantigen 1,Homo sapiens
26723,134285,"['NM_001161342', 'NM_173490']",TMEM171,transmembrane protein 171,Homo sapiens
26724,387158,[],Mir140,microRNA 140,Mus musculus
26725,6730,"['NM_001260502', 'NM_001260503', 'NM_014230']",SRP68,signal recognition particle 68,Homo sapiens
26726,68275,"['NM_001164223', 'NM_026653']",Rpa1,replication protein A1,Mus musculus
26727,80227,"['NM_001267803', 'NM_001267804', 'NM_001267805', 'NM_001267806', 'NM_001363556', 'NM_025155']",PAAF1,proteasomal ATPase associated factor 1,Homo sapiens
26728,22262,['NM_009474'],Uox,urate oxidase,Mus musculus
26729,684527,['NM_001047115'],Crtc1,CREB regulated transcription coactivator 1,Rattus norvegicus
26730,70369,"['NM_001324480', 'NM_001324481', 'NM_001324482', 'NM_027404']",Bag5,BCL2-associated athanogene 5,Mus musculus
26731,81605,"['NM_001135947', 'NM_001265582', 'NM_030914']",URM1,ubiquitin related modifier 1,Homo sapiens
26732,8887,"['NM_001079864', 'NM_001206901', 'NM_001206902', 'NM_001362794', 'NM_001362795', 'NM_006024']",TAX1BP1,Tax1 binding protein 1,Homo sapiens
26733,690195,['NM_001108721'],Prima1,proline rich membrane anchor 1,Rattus norvegicus
26734,7629,"['NM_001292032', 'NM_003427']",ZNF76,zinc finger protein 76,Homo sapiens
26735,9013,"['NM_001243156', 'NM_001243157', 'NM_001243158', 'NM_001243159', 'NM_001243160', 'NM_005679', 'NM_139353']",TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C",Homo sapiens
26736,9044,['NM_003972'],BTAF1,B-TFIID TATA-box binding protein associated factor 1,Homo sapiens
26737,692289,['NM_001044748'],tbk1,TANK-binding kinase 1,Danio rerio
26738,693129,[],MIR548C,microRNA 548c,Homo sapiens
26739,694931,['NM_001044727'],IL10,interleukin 10,Macaca mulatta
26740,6950,"['NM_001008897', 'NM_030752']",TCP1,t-complex 1,Homo sapiens
26741,6965,[],TRG,T cell receptor gamma locus,Homo sapiens
26742,8631,"['NM_001075099', 'NM_003726']",SKAP1,src kinase associated phosphoprotein 1,Homo sapiens
26743,697482,['NM_001130433'],CD14,CD14 molecule,Macaca mulatta
26744,720006,"['NM_001271653', 'NM_001271654', 'NM_001271655', 'NM_001271656', 'NM_001271657']",,,Macaca mulatta
26745,69837,['NM_197992'],Pcgf1,polycomb group ring finger 1,Mus musculus
26746,712788,"['NM_001079517', 'NM_001172844']",IL15RA,interleukin 15 receptor subunit alpha,Macaca mulatta
26747,700391,['NM_001048245'],,,Macaca mulatta
26748,9892,"['NM_001242792', 'NM_001242793', 'NM_001242794', 'NM_001256717', 'NM_001256718', 'NM_001363677', 'NM_001376675', 'NM_001376676', 'NM_001376677', 'NM_001376678', 'NM_001376679', 'NM_001376680', 'NM_001376681', 'NM_001376682', 'NM_001376683', 'NM_001376684', 'NM_001376685', 'NM_001376686', 'NM_001376687', 'NM_001376688', 'NM_001376689', 'NM_001376690', 'NM_001376691', 'NM_001376692', 'NM_001376693', 'NM_001376694', 'NM_001376695', 'NM_001376696', 'NM_001376697', 'NM_001376698', 'NM_001376699', 'NM_001376700', 'NM_001376701', 'NM_001376702', 'NM_001376703', 'NM_001376704', 'NM_001376705', 'NM_001376706', 'NM_001376707', 'NM_001376708', 'NM_001376709', 'NM_001376710', 'NM_001376711', 'NM_001376712', 'NM_001376713', 'NM_001376714', 'NM_001376715', 'NM_001376716', 'NM_001376717', 'NM_001376718', 'NM_001376719', 'NM_001376720', 'NM_001376721', 'NM_001376723', 'NM_001376726', 'NM_001376728', 'NM_001376731', 'NM_001376733', 'NM_001376734', 'NM_001376735', 'NM_001376736', 'NM_001376737', 'NM_001376738', 'NM_001376739', 'NM_001376740', 'NM_001376741', 'NM_001376742', 'NM_014841']",SNAP91,synaptosome associated protein 91,Homo sapiens
26749,70252,[],Jpx,"Jpx transcript, Xist activator (non-protein coding)",Mus musculus
26750,70350,['NM_027395'],Basp1,"brain abundant, membrane attached signal protein 1",Mus musculus
26751,8483,['NM_003613'],CILP,cartilage intermediate layer protein,Homo sapiens
26752,705321,['NM_001042638'],THY1,Thy-1 cell surface antigen,Macaca mulatta
26753,713858,['NM_001318178'],CD34,CD34 molecule,Macaca mulatta
26754,950,"['NM_001204255', 'NM_005506']",SCARB2,scavenger receptor class B member 2,Homo sapiens
26755,70640,['NM_027490'],Dcp2,decapping mRNA 2,Mus musculus
26756,75901,['NM_133761'],Dcp1a,decapping mRNA 1A,Mus musculus
26757,70673,"['NM_001177995', 'NM_001291026', 'NM_001291029', 'NM_027504']",Prdm16,PR domain containing 16,Mus musculus
26758,708017,['NM_001047130'],IL2,interleukin 2,Macaca mulatta
26759,708123,[],IL17A,interleukin 17A,Macaca mulatta
26760,7087,['NM_003259'],ICAM5,intercellular adhesion molecule 5,Homo sapiens
26761,9865,['NM_014817'],TRIL,TLR4 interactor with leucine rich repeats,Homo sapiens
26762,711832,['NM_001048246'],,,Macaca mulatta
26763,10475,['NM_006355'],TRIM38,tripartite motif containing 38,Homo sapiens
26764,714399,['NM_001261773'],CD38,CD38 molecule,Macaca mulatta
26765,1473,['NM_001900'],CST5,cystatin D,Homo sapiens
26766,7965,"['NM_001326606', 'NM_001326607', 'NM_001326609', 'NM_001326610', 'NM_001326611', 'NM_001362785', 'NM_001362787', 'NM_006303']",AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,Homo sapiens
26767,80019,['NM_024954'],UBTD1,ubiquitin domain containing 1,Homo sapiens
26768,8178,['NM_006532'],ELL,elongation factor for RNA polymerase II,Homo sapiens
26769,851955,[],,,Saccharomyces cerevisiae S288C
26770,9824,"['NM_001286479', 'NM_001286480', 'NM_014783', 'NM_199357']",ARHGAP11A,Rho GTPase activating protein 11A,Homo sapiens
26771,9960,"['NM_001256702', 'NM_006537']",USP3,ubiquitin specific peptidase 3,Homo sapiens
26772,84007,['NM_032060'],C3ar1,complement C3a receptor 1,Rattus norvegicus
26773,723858,[],Mir379,microRNA 379,Mus musculus
26774,723863,[],Mir410,microRNA 410,Mus musculus
26775,7324562,[],,,Escherichia coli
26776,84193,"['NM_032233', 'NM_199123']",SETD3,"SET domain containing 3, actin histidine methyltransferase",Homo sapiens
26777,8556,"['NM_001319210', 'NM_001319211', 'NM_001319212', 'NM_003672', 'NM_033312', 'NM_033313']",CDC14A,cell division cycle 14A,Homo sapiens
26778,7502,[],XIC,X chromosome inactivation center,Homo sapiens
26779,9383,[],TSIX,"TSIX transcript, XIST antisense RNA",Homo sapiens
26780,7692995,[],,,Salmonella enterica subsp. enterica serovar Typhimurium
26781,780526,[],,,Ovis aries
26782,7813,"['NM_001308248', 'NM_001350197', 'NM_001350198', 'NM_001377210', 'NM_001377211', 'NM_001377212', 'NM_001377213', 'NM_005665']",EVI5,ecotropic viral integration site 5,Homo sapiens
26783,7872749,[],,,Escherichia coli
26784,79892,"['NM_001256378', 'NM_001256379', 'NM_024834']",MCMBP,minichromosome maintenance complex binding protein,Homo sapiens
26785,83506,['NM_031338'],Camkk2,calcium/calmodulin-dependent protein kinase kinase 2,Rattus norvegicus
26786,79142,"['NM_001284517', 'NM_001284518', 'NM_024297']",PHF23,PHD finger protein 23,Homo sapiens
26787,90678,"['NM_001005373', 'NM_001005374', 'NM_001190723', 'NM_001384142', 'NM_001384143', 'NM_001384144', 'NM_138361']",LRSAM1,leucine rich repeat and sterile alpha motif containing 1,Homo sapiens
26788,79379,['NM_131732'],gdnfa,glial cell derived neurotrophic factor a,Danio rerio
26789,79589,"['NM_024539', 'NM_194463']",RNF128,ring finger protein 128,Homo sapiens
26790,8027,"['NM_001324282', 'NM_001324283', 'NM_001324284', 'NM_001324285', 'NM_001324286', 'NM_001324287', 'NM_001324288', 'NM_001324289', 'NM_003473']",STAM,signal transducing adaptor molecule,Homo sapiens
26791,80782,"['NM_001364615', 'NM_030599']",Klrb1b,killer cell lectin-like receptor subfamily B member 1B,Mus musculus
26792,93694,['NM_053109'],Clec2d,"C-type lectin domain family 2, member d",Mus musculus
26793,807850,[],,,Equus caballus
26794,807934,[],,,Felis catus
26795,814729,[],,,Arabidopsis thaliana
26796,815209,[],,,Arabidopsis thaliana
26797,841251,[],,,Arabidopsis thaliana
26798,815862,[],,,Arabidopsis thaliana
26799,815898,[],,,Arabidopsis thaliana
26800,829506,[],,,Arabidopsis thaliana
26801,832686,[],,,Arabidopsis thaliana
26802,81603,"['NM_001345950', 'NM_030912']",TRIM8,tripartite motif containing 8,Homo sapiens
26803,816103,[],,,Arabidopsis thaliana
26804,816538,[],,,Arabidopsis thaliana
26805,829623,[],,,Arabidopsis thaliana
26806,816305,[],,,Arabidopsis thaliana
26807,828934,[],,,Arabidopsis thaliana
26808,816394,[],,,Arabidopsis thaliana
26809,837479,[],,,Arabidopsis thaliana
26810,843845,[],,,Arabidopsis thaliana
26811,816428,[],,,Arabidopsis thaliana
26812,829134,[],,,Arabidopsis thaliana
26813,81647,['NM_031018'],Atf2,activating transcription factor 2,Rattus norvegicus
26814,825358,[],,,Arabidopsis thaliana
26815,816579,[],,,Arabidopsis thaliana
26816,834442,[],,,Arabidopsis thaliana
26817,81662,['NM_031033'],Gna11,G protein subunit alpha 11,Rattus norvegicus
26818,816747,[],,,Arabidopsis thaliana
26819,820249,[],,,Arabidopsis thaliana
26820,816765,[],,,Arabidopsis thaliana
26821,816787,[],,,Arabidopsis thaliana
26822,830878,[],,,Arabidopsis thaliana
26823,816807,[],,,Arabidopsis thaliana
26824,820082,[],,,Arabidopsis thaliana
26825,816870,[],,,Arabidopsis thaliana
26826,842885,[],,,Arabidopsis thaliana
26827,817021,[],,,Arabidopsis thaliana
26828,834925,[],,,Arabidopsis thaliana
26829,817170,[],,,Arabidopsis thaliana
26830,825091,[],,,Arabidopsis thaliana
26831,841247,[],,,Arabidopsis thaliana
26832,829437,[],,,Arabidopsis thaliana
26833,829826,[],,,Arabidopsis thaliana
26834,843915,[],,,Arabidopsis thaliana
26835,817429,[],,,Arabidopsis thaliana
26836,819358,[],,,Arabidopsis thaliana
26837,817488,[],,,Arabidopsis thaliana
26838,837254,[],,,Arabidopsis thaliana
26839,817674,[],,,Arabidopsis thaliana
26840,817857,[],,,Arabidopsis thaliana
26841,819242,[],,,Arabidopsis thaliana
26842,819244,[],,,Arabidopsis thaliana
26843,836506,[],,,Arabidopsis thaliana
26844,844196,[],,,Arabidopsis thaliana
26845,817923,[],,,Arabidopsis thaliana
26846,821717,[],,,Arabidopsis thaliana
26847,81794,"['NM_001282352', 'NM_030957']",ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,Homo sapiens
26848,818053,[],,,Arabidopsis thaliana
26849,829547,[],,,Arabidopsis thaliana
26850,843890,[],,,Arabidopsis thaliana
26851,818264,[],,,Arabidopsis thaliana
26852,818280,[],,,Arabidopsis thaliana
26853,824493,[],,,Arabidopsis thaliana
26854,818340,[],,,Arabidopsis thaliana
26855,824393,[],,,Arabidopsis thaliana
26856,842873,[],,,Arabidopsis thaliana
26857,818549,[],,,Arabidopsis thaliana
26858,843463,[],,,Arabidopsis thaliana
26859,818580,[],,,Arabidopsis thaliana
26860,839531,[],,,Arabidopsis thaliana
26861,819248,[],,,Arabidopsis thaliana
26862,818627,[],,,Arabidopsis thaliana
26863,831749,[],,,Arabidopsis thaliana
26864,839752,[],,,Arabidopsis thaliana
26865,818735,[],,,Arabidopsis thaliana
26866,824880,[],,,Arabidopsis thaliana
26867,818841,[],,,Arabidopsis thaliana
26868,818843,[],,,Arabidopsis thaliana
26869,819150,[],,,Arabidopsis thaliana
26870,818883,[],,,Arabidopsis thaliana
26871,825047,[],,,Arabidopsis thaliana
26872,818903,[],,,Arabidopsis thaliana
26873,831411,[],,,Arabidopsis thaliana
26874,823706,[],,,Arabidopsis thaliana
26875,828927,[],,,Arabidopsis thaliana
26876,818986,[],,,Arabidopsis thaliana
26877,835244,[],,,Arabidopsis thaliana
26878,832196,[],,,Arabidopsis thaliana
26879,835731,[],,,Arabidopsis thaliana
26880,819174,[],,,Arabidopsis thaliana
26881,842859,[],,,Arabidopsis thaliana
26882,819206,[],,,Arabidopsis thaliana
26883,827351,[],,,Arabidopsis thaliana
26884,839529,[],,,Arabidopsis thaliana
26885,819290,[],,,Arabidopsis thaliana
26886,840171,[],,,Arabidopsis thaliana
26887,819292,[],,,Arabidopsis thaliana
26888,831793,[],,,Arabidopsis thaliana
26889,819296,[],,,Arabidopsis thaliana
26890,836259,[],,,Arabidopsis thaliana
26891,819707,[],,,Arabidopsis thaliana
26892,832825,[],,,Arabidopsis thaliana
26893,819969,[],,,Arabidopsis thaliana
26894,834868,[],,,Arabidopsis thaliana
26895,820327,[],,,Arabidopsis thaliana
26896,823916,[],,,Arabidopsis thaliana
26897,820355,[],,,Arabidopsis thaliana
26898,837791,[],,,Arabidopsis thaliana
26899,820405,[],,,Arabidopsis thaliana
26900,830586,[],,,Arabidopsis thaliana
26901,830587,[],,,Arabidopsis thaliana
26902,820713,[],,,Arabidopsis thaliana
26903,820729,[],,,Arabidopsis thaliana
26904,831168,[],,,Arabidopsis thaliana
26905,820748,[],,,Arabidopsis thaliana
26906,835478,[],,,Arabidopsis thaliana
26907,842534,[],,,Arabidopsis thaliana
26908,820929,[],,,Arabidopsis thaliana
26909,821027,[],,,Arabidopsis thaliana
26910,837113,[],,,Arabidopsis thaliana
26911,821134,[],,,Arabidopsis thaliana
26912,831326,[],,,Arabidopsis thaliana
26913,821259,[],,,Arabidopsis thaliana
26914,822293,[],,,Arabidopsis thaliana
26915,821300,[],,,Arabidopsis thaliana
26916,823508,[],,,Arabidopsis thaliana
26917,821382,[],,,Arabidopsis thaliana
26918,821607,[],,,Arabidopsis thaliana
26919,828715,[],,,Arabidopsis thaliana
26920,821900,[],,,Arabidopsis thaliana
26921,840158,[],,,Arabidopsis thaliana
26922,831979,[],,,Arabidopsis thaliana
26923,821860,[],,,Arabidopsis thaliana
26924,832208,[],,,Arabidopsis thaliana
26925,826708,[],,,Arabidopsis thaliana
26926,838800,[],,,Arabidopsis thaliana
26927,822098,[],,,Arabidopsis thaliana
26928,832215,[],,,Arabidopsis thaliana
26929,832523,[],,,Arabidopsis thaliana
26930,822415,[],,,Arabidopsis thaliana
26931,822477,[],,,Arabidopsis thaliana
26932,827883,[],,,Arabidopsis thaliana
26933,823492,[],,,Arabidopsis thaliana
26934,832154,[],,,Arabidopsis thaliana
26935,823555,[],,,Arabidopsis thaliana
26936,830779,[],,,Arabidopsis thaliana
26937,823573,[],,,Arabidopsis thaliana
26938,828554,[],,,Arabidopsis thaliana
26939,823634,[],,,Arabidopsis thaliana
26940,842839,[],,,Arabidopsis thaliana
26941,824693,[],,,Arabidopsis thaliana
26942,823721,[],,,Arabidopsis thaliana
26943,835926,[],,,Arabidopsis thaliana
26944,823749,[],,,Arabidopsis thaliana
26945,839800,[],,,Arabidopsis thaliana
26946,823805,[],,,Arabidopsis thaliana
26947,835761,[],,,Arabidopsis thaliana
26948,824112,[],,,Arabidopsis thaliana
26949,832422,[],,,Arabidopsis thaliana
26950,824293,[],,,Arabidopsis thaliana
26951,830000,[],,,Arabidopsis thaliana
26952,824410,[],,,Arabidopsis thaliana
26953,839789,[],,,Arabidopsis thaliana
26954,824601,[],,,Arabidopsis thaliana
26955,829597,[],,,Arabidopsis thaliana
26956,839982,[],,,Arabidopsis thaliana
26957,824678,[],,,Arabidopsis thaliana
26958,830409,[],,,Arabidopsis thaliana
26959,824906,[],,,Arabidopsis thaliana
26960,825194,[],,,Arabidopsis thaliana
26961,827529,[],,,Arabidopsis thaliana
26962,838125,[],,,Arabidopsis thaliana
26963,825455,[],,,Arabidopsis thaliana
26964,84290,['NM_032330'],CAPNS2,calpain small subunit 2,Homo sapiens
26965,826409,[],,,Arabidopsis thaliana
26966,828481,[],,,Arabidopsis thaliana
26967,826470,[],,,Arabidopsis thaliana
26968,826476,[],,,Arabidopsis thaliana
26969,826870,[],,,Arabidopsis thaliana
26970,827397,[],,,Arabidopsis thaliana
26971,836381,[],,,Arabidopsis thaliana
26972,827580,[],,,Arabidopsis thaliana
26973,834633,[],,,Arabidopsis thaliana
26974,827605,[],,,Arabidopsis thaliana
26975,838518,[],,,Arabidopsis thaliana
26976,827631,[],,,Arabidopsis thaliana
26977,829390,[],,,Arabidopsis thaliana
26978,831025,[],,,Arabidopsis thaliana
26979,828463,[],,,Arabidopsis thaliana
26980,834676,[],,,Arabidopsis thaliana
26981,838003,[],,,Arabidopsis thaliana
26982,828592,[],,,Arabidopsis thaliana
26983,828651,[],,,Arabidopsis thaliana
26984,828653,[],,,Arabidopsis thaliana
26985,835809,[],,,Arabidopsis thaliana
26986,828756,[],,,Arabidopsis thaliana
26987,837370,[],,,Arabidopsis thaliana
26988,833502,[],,,Arabidopsis thaliana
26989,829541,[],,,Arabidopsis thaliana
26990,837805,[],,,Arabidopsis thaliana
26991,829589,[],,,Arabidopsis thaliana
26992,841372,[],,,Arabidopsis thaliana
26993,829604,[],,,Arabidopsis thaliana
26994,829845,[],,,Arabidopsis thaliana
26995,829931,[],,,Arabidopsis thaliana
26996,829969,[],,,Arabidopsis thaliana
26997,832320,[],,,Arabidopsis thaliana
26998,830160,[],,,Arabidopsis thaliana
26999,836528,[],,,Arabidopsis thaliana
27000,830839,[],,,Arabidopsis thaliana
27001,832503,[],,,Arabidopsis thaliana
27002,830913,[],,,Arabidopsis thaliana
27003,842187,[],,,Arabidopsis thaliana
27004,843317,[],,,Arabidopsis thaliana
27005,843330,[],,,Arabidopsis thaliana
27006,831010,[],,,Arabidopsis thaliana
27007,831127,[],,,Arabidopsis thaliana
27008,831201,[],,,Arabidopsis thaliana
27009,837357,[],,,Arabidopsis thaliana
27010,831315,[],,,Arabidopsis thaliana
27011,831390,[],,,Arabidopsis thaliana
27012,831441,[],,,Arabidopsis thaliana
27013,843133,[],,,Arabidopsis thaliana
27014,831518,[],,,Arabidopsis thaliana
27015,831548,[],,,Arabidopsis thaliana
27016,838268,[],,,Arabidopsis thaliana
27017,831683,[],,,Arabidopsis thaliana
27018,832518,[],,,Arabidopsis thaliana
27019,836132,[],,,Arabidopsis thaliana
27020,836819,[],,,Arabidopsis thaliana
27021,832048,[],,,Arabidopsis thaliana
27022,838505,[],,,Arabidopsis thaliana
27023,833552,[],,,Arabidopsis thaliana
27024,833957,[],,,Arabidopsis thaliana
27025,837660,[],,,Arabidopsis thaliana
27026,834018,[],,,Arabidopsis thaliana
27027,837587,[],,,Arabidopsis thaliana
27028,842669,[],,,Arabidopsis thaliana
27029,834489,[],,,Arabidopsis thaliana
27030,838598,[],,,Arabidopsis thaliana
27031,834947,[],,,Arabidopsis thaliana
27032,843571,[],,,Arabidopsis thaliana
27033,836431,[],,,Arabidopsis thaliana
27034,8738,"['NM_001320099', 'NM_001320100', 'NM_001320101', 'NM_001330126', 'NM_003805']",CRADD,CASP2 and RIPK1 domain containing adaptor with death domain,Homo sapiens
27035,836051,[],,,Arabidopsis thaliana
27036,839870,[],,,Arabidopsis thaliana
27037,836307,[],,,Arabidopsis thaliana
27038,836466,[],,,Arabidopsis thaliana
27039,837176,[],,,Arabidopsis thaliana
27040,837391,[],,,Arabidopsis thaliana
27041,837393,[],,,Arabidopsis thaliana
27042,839540,[],,,Arabidopsis thaliana
27043,837498,[],,,Arabidopsis thaliana
27044,839574,[],,,Arabidopsis thaliana
27045,837598,[],,,Arabidopsis thaliana
27046,842317,[],,,Arabidopsis thaliana
27047,83770,['NM_031873'],Tas1r2,"taste receptor, type 1, member 2",Mus musculus
27048,837856,[],,,Arabidopsis thaliana
27049,839073,[],,,Arabidopsis thaliana
27050,83823,['NM_053341'],Gipc1,"GIPC PDZ domain containing family, member 1",Rattus norvegicus
27051,838510,[],,,Arabidopsis thaliana
27052,844178,[],,,Arabidopsis thaliana
27053,838651,[],,,Arabidopsis thaliana
27054,838790,[],,,Arabidopsis thaliana
27055,844098,[],,,Arabidopsis thaliana
27056,839724,[],,,Arabidopsis thaliana
27057,838916,[],,,Arabidopsis thaliana
27058,843432,[],,,Arabidopsis thaliana
27059,839040,[],,,Arabidopsis thaliana
27060,83993,['NM_032005'],Tbx19,T-box 19,Mus musculus
27061,843928,[],,,Arabidopsis thaliana
27062,84083,"['NM_001286568', 'NM_001286569', 'NM_032143']",ZRANB3,zinc finger RANBP2-type containing 3,Homo sapiens
27063,841855,[],,,Arabidopsis thaliana
27064,841878,[],,,Arabidopsis thaliana
27065,844299,[],,,Arabidopsis thaliana
27066,84191,"['NM_001014812', 'NM_001289108', 'NM_032231']",CIAO2A,cytosolic iron-sulfur assembly component 2A,Homo sapiens
27067,9391,['NM_004804'],CIAO1,cytosolic iron-sulfur assembly component 1,Homo sapiens
